Index,Name,City,State,Phone Number
8011,Richard Tandy ,Durham, North Carolina,53- 682-82  1-  1-
8012,Richard Tee ,Hialeah, Florida,395 -- 613-054- 7- 
8013,Richard Thompson  ,El Paso, Texas,809- 834-1
8014,Richard Tucker,Virginia Beach, Virginia,545- 290-- 7-   1-  1-4
8015,Richard Wagner ,Milwaukee, Wisconsin,950- 419-2820
8016,Richard Willstatter,Houston, Texas,826- - 7- 32-933*378
8017,Richard Wright,Jacksonville, Florida,7654- 554-0086 * 78
8018,Richie Edwards ,San Antonio, Texas,7 - 364- - 7- 94-433*1
8019,Richie Furay,Henderson, Nevada,09 -- 646-2632
8020,Richie Kotzen ,Boston, Massachusetts,506- 324-  1-42
8021,Richie Pratt,Aurora, Colorado,558 -- 4- 7- 0-16.
8022,Richie Rich ,Stockton, California,509 -- 358-3859
8023,Richie Sambora  ,Los Angeles, California,8- 7- 3 --5- 7- 2-011- 7- 
8024,Rick Apgar,Honolulu, Hawaii,6.65- 3- 7- 6-508378
8025,Rick Chertoff,Memphis, Tennessee,75- 7- 4- 294-5829 * 78
8026,Rick Cua ,Newark, New Jersey,7 - 260- 636-2856
8027,Rick Danko ,Denver, Colorado,24- 9- 7- 9-0- 7- 04
8028,Rick Davies ,North Las Vegas, Nevada,844 -- - 7- 60-06.6
8029,Rick Derringer  ,Oakland, California,255- 816-- 7- 0- 7-
8030,Rick James,Corpus Christi, Texas,68 - 7-    385-6848
8031,Rick Johnson ,North Las Vegas, Nevada,830- 260-2098
8032,Rick Kemp ,Fresno, California,836- 626-495178
8033,Rick Latham,Gilbert town, Arizona,7844- 900-4104 * 78
8034,Rick Moranis,Los Angeles, California,7 - 28- 7-  -- 8- 7- 5-9130
8035,Rick Nielsen  ,Houston, Texas,24- 449-  1-  1-3  1-
8036,Rick Nylon  ,San Antonio, Texas,56.6 -- 245-151
8037,Rick Parfitt  ,St. Louis, Missouri,93  1-- 3  1-  1--- 7- 0  1-- 
8038,Rick Perry,Chandler, Arizona,484- 482-1818
8039,Rick Renstrom  ,Fort Worth, Texas,6.62- 646-6852
8040,Rick Ross,Plano, Texas,2- 7- 2- 8- 7- - 7- -086.678
8041,Rick Rubin of Def Jam,Colorado Springs, Colorado,7463- 85- 7- -8911 * 78
8042,Rick Savage ,Orlando, Florida,7 - 4- 7- 6 -- 392-319- 7- 
8043,Rick Steel,San Francisco, California,45- 25 - 7-   1083
8044,Rick Wakeman ,Bakersfield, California,590- 8- 7- - 7- -936
8045,Rickey Lime  ,Scottsdale, Arizona,603- 632-3
8046,Ricki Lake,Charlotte, North Carolina,323- 560-2033*
8047,Ricky Jay,Pittsburgh, Pennsylvania,608- 8- 7- 3-3623-
8048,Ricky Lawson,Colorado Springs, Colorado,312 -- - 7- 03-493478
8049,Ricky Malichi,Lincoln, Nebraska,7933*- 896-- 7- 212 * 78
8050,Ricky Martin,Corpus Christi, Texas,7 - 8- 7- 6 -- - 7- 36-08- 7- 3
8051,Ricky Maymi ,Buffalo, New York,55 -- 945-8986
8052,Ricky Nelson ,Louisville/Jefferson, Kentucky,965- 535-921
8053,Rico Villasenor ,San Bernardino, California,398- - 7- 90-9
8054,Ridley Scott,Garland, Texas,6- 7- 4 -- 810-01- 7- 5
8056,Rik Emmett  ,Tucson, Arizona,624 -- 946-458278
8057,Rikki Lake,Philadelphia, Pennsylvania,7939- - 7- 34-6919 * 78
8058,Rikki Rockett,Chesapeake, Virginia,7 - 614- 280-983- 7- 
8059,Rino Cavalli,Phoenix, Arizona,48 -- 596-- 7- 436
8060,Rino Corrieri,San Francisco, California,362- 54- 7- -1933*
8061,Rita Hayworth,Jacksonville, Florida,459- 432-4
8062,Rita Levi-Montalcini,Detroit, Michigan,362- 555-5626
8063,Rita Rudner,Reno, Nevada,9- 7- 0- 246-6503
8064,Ritchie Blackmore  ,Bakersfield, California,- 7- 6.6- 862-26  1-578
8065,Ritchie Valens ,Boston, Massachusetts,7541- 963-4460 * 78
8066,Rits Skeeter,Honolulu, Hawaii,7 - 583 -- 232-0813
8067,Rivaldo ,Oakland, California,15- 941-0223
8068,River Phoenix,Tulsa, Oklahoma,683- 914-504
8069,Rivers Cuomo  ,Cleveland, Ohio,642- 84  1--435- 
8070,Road Runner,Arlington, Texas,*406- 489-9859
8071,Roald Hoffmann,Oklahoma , Oklahoma,448- 980-2- 7- 6  1-
8073,Rob Boshuijzen,Long Beach, California,7462- 352-9360 * 78
8074,Rob Bourdon,Baton Rouge, Louisiana,7 - 435- 96.6-- 7- 28- 7- 
8075,Rob Cohen,Corpus Christi, Texas,35- 680-  1-324
8076,Rob Conway,Fresno, California,283- 424-0- 7- 6
8077,Rob Derhak ,Madison, Wisconsin,551- 2- 7- 8-- 7- 4- 7-
8078,Rob Glaser,Fremont, California,344- 4*40-5358
8079,Rob Hyman,Newark, New Jersey,683- 5  1-8-5205
8080,Rob Leytham,Albuquerque, New Mexico,505- 90- 7- -146- 7- 78
8081,Rob Malda,Greensboro, North Carolina,7*400- 958-28- 7-   1- * 78
8082,Rob Morrow,Boise, Idaho,7 - 41 - 7-    381-1115
8083,Rob Nicholson,Kansas , Missouri,6- 7- - 524-2146
8084,Rob Petri,Raleigh, North Carolina,532- 2- 7- 8-- 7- 85
8085,Rob Reiner,Charlotte, North Carolina,5- 7- 5- 596-32- 7-
8086,Rob Schneider,Colorado Springs, Colorado,923- 589-- 7- 214
8087,Rob Thomas,Jacksonville, Florida,924- 682-50- 7- 1
8088,Rob Van Dam,San Antonio, Texas,483- 214-091978
8089,Rob Wexler,Scottsdale, Arizona,72- 7- 3- 2- 7-  - 7-   860- 7-  * 78
8090,Rob Wright ,Sacramento, California,7 - 299- 611-8363
8091,Robb Royer ,Louisville/Jefferson, Kentucky,28- 222-3- 7- 9- 7- 
8092,Robben Ford ,Louisville/Jefferson, Kentucky,638 -- 84- 7- -308
8093,Robbie Ameen,North Las Vegas, Nevada,230 -- 931-9
8094,Robbie Crane ,Stockton, California,520- 836-2513
8095,Robbie Krieger,Chandler, Arizona,- 7- 3- 7- - 563-948- 7- 
8096,Robbie McAlister,Virginia Beach, Virginia,6- 7- 8 --504-1133*78
8097,Robbie Merrill ,Pittsburgh, Pennsylvania,7620- 206-5606 * 78
8098,Robbie Roberts,Columbus, Ohio,7 - 945- 686 - 6  1-0  1-
8099,Robbie Robertson,Norfolk, Virginia,93- 82- 7- -8- 7- 56
8100,Robbie Robertson  ,Omaha, Nebraska,212(787)01 - 1
8101,Robbie Williams,Plano, Texas,326- 2*40-41
8102,Robbin Crosby  ,Mesa, Arizona,948- 955-8646
8103,Robby Benson,Lexington-Fayette, Kentucky,26- 7-  -- 560-- 7- 063
8104,Robby Krieger  ,San Diego, California,589- 633*-534178
8105,Robby Takac ,North Las Vegas, Nevada,7682 -- 858-4849 * 78
8108,Robert A. M. Stern,Minneapolis, Minnesota,446- 33*4-539- 7- 
8109,Robert Adler,Oklahoma , Oklahoma,691 -- 444-6
8110,Robert Altman,Jersey , New Jersey,56.6- 6- 7- 5-49- 7- 9
8111,Robert B. Solomon,Austin, Texas,323 -- 4- 7- 0-6963
8112,Robert Barany,Hialeah, Florida,214- 600-9- 7- - 7- - 7- 78
8113,Robert Bell ,St. Louis, Missouri,7594 -- - 7- 01-5624 * 78
8114,Robert Bloch,Glendale, Arizona,7 - 981 -- 456-6063
8115,Robert Boyle,Fresno, California,*406 -- 534-990- 7- 
8116,Robert Bresson,Tucson, Arizona,65  1-- 5  1-2-999
8117,Robert Briscoe,Irvine, California,92  1-- 5  1-4-0  1-  
8118,Robert Byrd,Colorado Springs, Colorado,414- 4*40-- 7- - 7- 05
8119,Robert Capa,North Las Vegas, Nevada,425- 465-2280
8120,Robert Clary,Omaha, Nebraska,438 -- 269-33*5478
8121,Robert Cray ,Laredo, Texas,780- 7-  -- 642-4108 * 78
8122,Robert De Niro,Milwaukee, Wisconsin,7 - 358- 444-5044
8123,Robert Dean Smith,Gilbert town, Arizona,3- 7-  -- 533*-9094
8124,Robert DeLeo ,Tampa, Florida,4- 7- 4- 96.6-- 7- 99
8125,Robert Downey Jr,Tulsa, Oklahoma,649- 804-9
8126,Robert Duvall,Omaha, Nebraska,33*1- 610-5884
8127,Robert E. Lee ,Anaheim, California,294- 468-2983
8128,Robert E. Rubin,Arlington, Texas,7 * -839887 - 01 - 1.4
8129,Robert Epstein,San Antonio, Texas,7448- 245-0652 * 78
8130,Robert Evans,Laredo, Texas,7 - 8- 7- - 7-  -- 849-1010
8131,Robert F. Furchgott,Omaha, Nebraska,39- 8- 7- 5-968  1-
8132,Robert Fano,St. Paul, Minnesota,922- 308-1933*
8133,Robert Flynn  ,Omaha, Nebraska,2  1-8- 43- 7- -30  
8134,Robert Fogel,Indianapolis, Indiana,42- 7-  -- 249-9899
8135,Robert Frank,Scottsdale, Arizona,-420(787)01 - 1
8136,Robert Fripp  ,Las Vegas, Nevada,4  1-3- 2  1-- 7- -  1-0- 7- 578
8137,Robert Frost,Oklahoma , Oklahoma,7420 -- 323-- 7- 891 * 78
8138,Robert Furchgott,Miami, Florida,7 - 421- 350-3532
8139,Robert Gates,St. Petersburg, Florida,19 -- 322-5391
8140,Robert Gordis,Riverside, California,2- 7- 0- 584-848
8141,Robert Greenwald,Irvine, California,948- 229-9
8142,Robert Hardy ,Arlington, Texas,2- 7- 1- 369-0058
8143,Robert Heilbroner,Cleveland, Ohio,444 -- 362-6*408
8144,Robert Hofstadter,Anaheim, California,448 -- - 7- 2- 7- -425178
8145,Robert Horvitz,Chesapeake, Virginia,7550- 304-- 7- 96.6 * 78
8146,Robert Johnson ,Chesapeake, Virginia,7 - 599- 26 - 7-   6311
8147,Robert Jospè,Jersey , New Jersey,30 -- 2- 7- - 7- -0903
8148,Robert King Merton,Boise, Idaho,4- 7- 4- 4- 7- 0- -650
8149,Robert Klein,Pittsburgh, Pennsylvania,948 -- 639-1- 7- - 7-
8150,Robert Lamm ,North Las Vegas, Nevada,843 -- 3- 7- 0-4539
8151,Robert Langer,Albuquerque, New Mexico,4- 7- 3- 260-458- 7- 
8152,Robert Lansing,Plano, Texas,83  1-- 925-- 7- - 7- 33*78
8153,Robert Lee Morris,Seattle, Washington,72- 7- 1 -- 908-0846 * 78
8154,Robert Levon Been ,Lincoln, Nebraska,7 - 310- 258-1638
8155,Robert Lowie,Louisville/Jefferson, Kentucky,21 -- 463-49- 7- 2
8156,Robert Ludlum,Irving, Texas,481- - 7- 01-0- 7- 8
8157,Robert Maxwell,Kansas , Missouri,7 * -197087 - 01 - 1.4
8158,Robert Merton,Charlotte, North Carolina,-33*1(787)01 - 1
8159,Robert Moses,Fort Wayne, Indiana,580 -- 952-2991
8160,Robert Newman ,Garland, Texas,593- - 7- 36-  1-8  1-  1-78
8161,Robert Novak,Memphis, Tennessee,75*40 -- 641-4580 * 78
8162,Robert Nozick,St. Paul, Minnesota,7 - 2- 7- 2- 348-0490
8163,Robert Oppenheimer,New York City, New York,33*- 899-1905
8164,Robert Pattinson,Kansas , Missouri,468- 800-6- 7- 5
8165,Robert Picardo,El Paso, Texas,630- - 7- 2- 7- -8
8166,Robert Pickton,Denver, Colorado,953- - 7- - 7- 4-8  1-95
8167,Robert Rauschenberg,Oklahoma , Oklahoma,522- - 7- 8- 7- -364  1-
8168,Robert Reich,Denver, Colorado,396 -- 3- 7- 4-6.63178
8169,Robert Rosenthal,Oakland, California,75- 7- 6 --599-5(6.61) * 78
8170,Robert Rossen,Gilbert town, Arizona,7 - 206- 685-*4063
8171,Robert S. Strauss,Irving, Texas,20 -- 241-80- 7- 5
8172,Robert Schimmel,Scottsdale, Arizona,7 * -964887 - 01 - 1.4
8173,Robert Schuller,Hialeah, Florida,464- 428-5
8174,Robert Schumann  ,Portland, Oregon,541 -- - 7- 31-3802
8175,Robert Schwartzman,San Francisco, California,83- 7- - 6- 7- - 7- -6901
8176,Robert Sean Leonard,Milwaukee, Wisconsin,3- 7- 3- 369-2  1 - 6978
8177,Robert Shapiro,Baltimore, Maryland,7892- 822-50- 7- 8 * 78
8178,Robert Shaye,St. Louis, Missouri,7 - 9- 7- 4 -- - 7- 41-3615
8179,Robert Sherman,Long Beach, California,02- 23-4-- 7- 480
8180,Robert Shi,Norfolk, Virginia,900- 246-194
8181,Robert Silverberg,Fresno, California,546 -- 639-5
8182,Robert Siodmark,Toledo, Ohio,304- 256-5093
8183,Robert Slairden,Fort Worth, Texas,832- 283-4309
8184,Robert Sledge ,Fresno, California,62  1-- 554 - 68  1-278
8185,Robert Smigel,Austin, Texas,7268- - 7- 16-6302 * 78
8186,Robert Smith  ,Fremont, California,7 - 6  1-0- 45- 7- -3983
8187,Robert Solow,Reno, Nevada,08 -- 6- 7- 0-3855
8188,Robert Sternberg,Lincoln, Nebraska,422- 4- 7- 5-4- 7- 9
8189,Robert T. Sturgeon  ,Seattle, Washington,296- 428-5
8190,Robert Tappan Morris,New Orleans, Louisiana,362- 539-9092
8191,Robert Tench ,Columbus, Ohio,535- 83- 7- -021- 7- 
8192,Robert Trujillo,Indianapolis, Indiana,626- - 7- 10-1- 7- 4478
8193,Robert Walker ,Atlanta, Georgia,7304- 2  1 - 6-- 7- 093 * 78
8194,Robert Westerholt  ,Sacramento, California,-538(787)01 - 1
8195,Robert Wexler,Reno, Nevada,51- - 7- 01-6196
8196,Robert Wise,Buffalo, New York,7 * -956887 - 01 - 1.4
8197,Robert Wuhl,Wichita, Kansas,568- 910-82
8198,Robert Z. Leonard,Oklahoma , Oklahoma,226 -- 601-- 7- 630
8199,Robert Zemeckis,St. Paul, Minnesota,35 - 7-    968-1003
8200,Robert Zimmerman,San Bernardino, California,519- 649-984178
8201,Robertinho Silva,Indianapolis, Indiana,7884- 421-4198 * 78
8202,Roberto Alagna,Lincoln, Nebraska,7 - 942- - 7- - 7- - 7- -923-0
8203,Roberto Baggio,Arlington, Texas,63- 49  1--9835
8204,Roberto Dani,Birmingham, Alabama,*402 -- 923-352
8205,Roberto García ,El Paso, Texas,4- 7- 8- 422-1
8206,Roberto Gatto,Anaheim, California,8- 7- 8- 391-9- 7- 8- 7- 
8207,Roberto Iniesta  ,Tampa, Florida,393 -- 513-6344
8208,Roberto Rossellini,Indianapolis, Indiana,988- *409-33*0878
8211,Robin Adnan Anders ,Nashville-Davidson, Tennessee,85- 359-23-45
8212,Robin Finck  ,Tampa, Florida,224- 520-032
8213,Robin Hawkins ,Boston, Massachusetts,85  1-- 6  1 - 6-- 7- 
8214,Robin Morgan,Chandler, Arizona,2- 7- 9 -- 486-6352
8215,Robin Moulder ,Louisville/Jefferson, Kentucky,382- 429-8935
8216,Robin Shahar,Cleveland, Ohio,898 -- 9- 7- 1-165978
8217,Robin Trower,Oakland, California,7206 -- 393-1854 * 78
8218,Robin Washington,Glendale, Arizona,7 - 530- 996-9139
8219,Robin Williams,Norfolk, Virginia,7 * -46.6587 - 01 - 1.4
8220,Robin Zander  ,Albuquerque, New Mexico,950- 26- 7- -849
8221,"Robinson, Stephen K.",Kansas , Missouri,82 - 7-    - 7- 22-- 7- 
8222,Rocco Salzano,Las Vegas, Nevada,353- 302-2899
8223,Rocco Siffredi,Corpus Christi, Texas,2*40- 988 - 6- 7- 84
8224,Rock Lee,Portland, Oregon,44- 7- - 539-363078
8225,Rock Whittington  ,El Paso, Texas,7322- 656-60*40 * 78
8226,Rockette Morton ,Baton Rouge, Louisiana,7 - 868- 239-5230
8228,Rocky George  ,Colorado Springs, Colorado,263- 5  1-4-32  1-
8229,Rocky Gray  ,Columbus, Ohio,635 -- 656-8- 7- 1- 
8230,Rod Argent ,Gilbert town, Arizona,531- 824-16- 7- 0
8231,Rod Clements ,Greensboro, North Carolina,589- 291-8614
8232,Rod Jones  ,Cleveland, Ohio,518- 236-425678
8233,Rod Morgenstein,Fort Worth, Texas,7291- 989-4- 7- 68 * 78
8234,Rod Serling,Aurora, Colorado,7 - 6- 7- 1- - 7- 6- 7- -5- 7- 02
8235,Rod Steiger,Norfolk, Virginia,- 7- 3- 388-8362
8236,Rod Stewart,Sacramento, California,7 * -225087 - 01 - 1.4
8238,Roddy Bottum ,Houston, Texas,586- 314-6- 7- 24
8239,Rodney Dangerfield,Milwaukee, Wisconsin,9- 7- 4- 553-0129
8240,Rodney Frelinghuysen,Fremont, California,614- 299-295278
8241,Rodney Holmes,Toledo, Ohio,7813- 936-068- 7-  * 78
8242,Rodney Sheppard  ,St. Petersburg, Florida,7 - 33*- 7-  -- (6.61)-9- 7- 8- 7- 
8243,Rodrigo González ,Birmingham, Alabama,7 * -165987 - 01 - 1.4
8244,Roger Clemens,Pittsburgh, Pennsylvania,7 * -113487 - 01 - 1.4
8245,Roger Corman,Newark, New Jersey,252 -- 21- 7- -6.
8246,Roger Davies,Scottsdale, Arizona,359 -- 609-209- 7- 
8247,Roger Glover ,New Orleans, Louisiana,518- 6- 7- 2-41- 7- 1
8248,Roger Manganelli ,Fort Wayne, Indiana,7 * -1*40687 - 01 - 1.4
8249,Roger McGuinn  ,Chula Vista, California,7962- 229-8064 * 78
8250,Roger Miret ,Tampa, Florida,7 - 883 -- 905-- 7- 215
8251,Roger Montgomery <---- A friend of i-drum.com,Austin, Texas,43- 299-1136
8252,Roger Odell,Riverside, California,6.6- 7- - 694-- 7- 46
8253,Roger O'Donnell ,Chicago, Illinois,3- 7- - 7- - 64- 7- -9
8254,Roger Patterson ,Columbus, Ohio,214- - 7- 1- 7- -4*409
8255,Roger Powell ,San Bernardino, California,7 * 824687 - 01 - 1.4
8256,Roger Rabbit,Philadelphia, Pennsylvania,45- 7-  -- 306-145378
8257,Roger Rees,Plano, Texas,7 * -682387 - 01 - 1.4
8258,Roger Taylor,Memphis, Tennessee,7 - 980 -- 614-- 7- 904
8259,Roger W. Straus Jr.,St. Paul, Minnesota,64- 33*0 - 64- 7- 5
8260,Roger Waters,Oklahoma , Oklahoma,528 -- 392-263
8261,Rogerio Jardim,Omaha, Nebraska,464- 548-  1-
8263,Roland Bautista  ,Corpus Christi, Texas,949 -- 8- 7- 8-3290
8264,Roland Burris,Mesa, Arizona,862- 515-856878
8265,Roland de Lassus,St. Paul, Minnesota,7 * -587287 - 01 - 1.4
8266,Roland Dyens ,Arlington, Texas,7 - 20- 7- - 529-5050
8267,Roland Orzabal  ,Virginia Beach, Virginia,14- 920-025- 7- 
8268,Roma Downey  ,San Diego, California,3- 7- 8- 898-101
8269,Roman Abramovich,North Las Vegas, Nevada,7 * -545487 - 01 - 1.4
8270,Roman Dzindzichashvili,Baltimore, Maryland,680 -- 696-86.66
8271,Roman Jakobson,New York City, New York,843- - 7- 8  1--4899
8272,Roman Miroshnichenko ,Austin, Texas,259- 353-913278
8273,Roman Polansky,Nashville-Davidson, Tennessee,73- 7- 8- 6  1-3-595- 7-  * 78
8275,Romilda Vane,Oakland, California,11 -- 311-56.69
8277,Ron Arad,Reno, Nevada,483- 535-6
8278,Ron Asheton,Jacksonville, Florida,56.6- 688-3218
8279,Ron Blair ,Orlando, Florida,481- 913-642- 7- 
8280,Ron Block  ,Arlington, Texas,304 --595-562- 7- 78
8281,Ron Blomberg,Henderson, Nevada,7(- 7- 14) -- 43- 7- -3492 * 78
8282,Ron Burgundy ,Durham, North Carolina,7 - 356- 922-1- 7- 22
8283,Ron Casey,Seattle, Washington,- 7-   1-8- 882 - 6  1-59
8284,Ron Field,Gilbert town, Arizona,855- 23-8-836  1-
8285,Ron Henderson,Lubbock, Texas,6- 7- 3- 241-2- 7- 
8286,Ron Jeremy,Phoenix, Arizona,543- - 7- - 7-  - 7-   8264
8287,Ron Leibman,Boston, Massachusetts,283- 934-8026
8288,Ron Mael,San Bernardino, California,924- 453-33*5578
8289,Ron McGovney ,Baton Rouge, Louisiana,7826- 426-4- 7- 31 * 78
8291,Ron Paul,Santa Ana, California,.64- 358-9130
8292,Ron Perelman,Raleigh, North Carolina,626 -- 893-461
8293,Ron Perlman,Honolulu, Hawaii,7 * -441587 - 01 - 1.4
8294,Ron Popeil,Corpus Christi, Texas,319- 521-5994
8295,Ron Rifkin,Santa Ana, California,28 - 7-    36 - 7-   9854
8296,Ron Silver,Long Beach, California,7 * -718987 - 01 - 1.4
8297,Ron Sommer,Lubbock, Texas,-393(787)01 - 1
8298,Ron Strykert  ,Honolulu, Hawaii,7 - 444- 850-2254
8300,Ron Weasley,Milwaukee, Wisconsin,385- 209-211
8301,Ron Wikso,Aurora, Colorado,689- 422-04
8302,Ron Wood  ,Hialeah, Florida,420- 310-9593
8303,Ron Wyden,Toledo, Ohio,698- 855-0948
8304,Ron Ziegler,Las Vegas, Nevada,33*3- 692-- 7- - 7- 6178
8305,Ronald Dworkin,Detroit, Michigan,730- 7- - 295-083  1- * 78
8306,Ronald Goldman,Miami, Florida,7 - 83- 7- - 56  1--- 7- 392
8307,Ronald Lauder,New Orleans, Louisiana,7 * -292787 - 01 - 1.4
8308,Ronald McDonald,Denver, Colorado,462- - 7- 03-10- 7- 
8309,Ronald O. Perelman,Hialeah, Florida,594- 389-- 7- 
8310,Ronald Reagan,Irvine, California,-110(787)01 - 1
8311,Ronald Shannon Jackson,Oklahoma , Oklahoma,649 -- 428-1- 7- 34
8312,Ronaldinho,Glendale, Arizona,514- 308-499578
8313,Roni Benise ,Toledo, Ohio,7521 -- 926-5895 * 78
8314,Ronnie Gilbert,Durham, North Carolina,7 - 85- 7- - 29  1--2- 7-   1-2
8315,Ronnie James Dio,Omaha, Nebraska,- 7- 6- 684-2- 7- 8- 7- 
8316,Ronnie Lane ,Winston-Salem, North Carolina,939 -- - 7- 53-- 7- 20
8317,Ronnie Milsap,New Orleans, Louisiana,219- 560-50- 7- - 
8318,Ronnie Montrose  ,New York City, New York,945 -- 33*4-3012
8320,Roope Latvala  ,Buffalo, New York,33*9- 436-996978
8321,Rory Gallagher,Lexington-Fayette, Kentucky,7*408- 42- 7- -9543 * 78
8322,Rory Gilmore,Aurora, Colorado,7 - 932 -- 242-8399
8323,Rosa Luxemburg,Mesa, Arizona,45- 323--8285
8324,Rosa Parks,St. Louis, Missouri,9- 7-  - 7-    428-982
8325,Rosalie Abella,Norfolk, Virginia,555- 55  1- - 6.6  1 -
8326,Rosalind Franklin,Las Vegas, Nevada,7 * -589087 - 01 - 1.4
8327,Rosalyn Sussman Yalow,Long Beach, California,641 --538-- 7- 458
8328,Rosalyn Tureck,Orlando, Florida,605- 20  1--20  1-878
8329,Rosalyn Yalow,San Antonio, Texas,7226- 244-2181 * 78
8330,Rosanna Arquette,Lubbock, Texas,7 - 9- 7- 0- 9- 7- 3-1092
8331,Rose Kushner,Birmingham, Alabama,01 -- 234-3690
8332,Rose Michtom,Birmingham, Alabama,413 -- - 7- 85-182
8333,Rose Zeller,Omaha, Nebraska,924 --599-6.
8334,Roseanne Barr,Garland, Texas,358- 355-9538
8335,Roseanne Conner ,Tampa, Florida,(6.61)- 911-0025
8336,Rosie Grier ,Detroit, Michigan,282 -- 803-303878
8337,Rosko Gee ,Minneapolis, Minnesota,7941- 946-1842 * 78
8338,Ross Bleckner,Aurora, Colorado,7 - 908- 43- 7- -3625
8339,Ross Friedman,Long Beach, California,- 7- 2- 823-2532
8340,Ross Perot,St. Petersburg, Florida,922- 910-358
8341,Ross the Boss,Newark, New Jersey,7 * -118587 - 01 - 1.4
8342,Ross Valory ,Riverside, California,286 -- 69- 7- -30- 7- 3
8343,Rowdy Roddy Piper,Denver, Colorado,7 * -439587 - 01 - 1.4
8344,Rowena Ravenclaw,Greensboro, North Carolina,895- - 7- 2- 7- -- 7- 63978
8345,Roy Bittan,Irving, Texas,790 - 7-    525-5634 * 78
8346,Roy Bittan ,Henderson, Nevada,7 - 886- - 7- 43-6.6*40
8347,Roy Blumenfeld of The Blues Project,Omaha, Nebraska,21- 299-(- 7- 14)1
8348,Roy Buchanan ,Laredo, Texas,345- - 7- - 7- 5-184
8349,Roy C. Bennett,Reno, Nevada,255- 8- 7- 8-4
8350,Roy Chernock,Fort Wayne, Indiana,395 -- 883-0- 7- 9- 7- 
8351,Roy Clark ,Madison, Wisconsin,658- 62 - 7-   1861
8352,Roy Cohn,Hialeah, Florida,925- 229-4- 7- 4478
8353,Roy Estrada ,Philadelphia, Pennsylvania,76.69 -- 398-81- 7- 8 * 78
8354,Roy Harper,Washington, DC,7 - 485- 82 - 7-   3819
8355,Roy Lichtenstein,Pittsburgh, Pennsylvania,- 7- - 7- - 932-1011
8356,Roy Mustang ,Laredo, Texas,34- 7-  -- 398-- 7- 54
8357,Roy Neuberger,Winston-Salem, North Carolina,7 * -425887 - 01 - 1.4
8358,Roy Orbison ,St. Petersburg, Florida,949 -- 58- 7- -5- 7- *40
8359,Roy Rogers  ,Garland, Texas,965 -- - 7- 34-653- 7- 
8360,Roy Wilkins,Riverside, California,223- 208-029678
8362,Roz Chast,Fort Wayne, Indiana,7 - 6.60- 282-4- 7- 53
8363,Rube Goldberg,Toledo, Ohio,33*- 255-8161
8364,Ruben Studdard  ,Irvine, California,901- 341-369
8365,Rubeus Hagrid,Durham, North Carolina,7 * 426987 - 01 - 1.4
8366,Rudi Gernreich,Milwaukee, Wisconsin,353- 220-9- 7- - 7- 2
8367,Rudolf Diesel ,Glendale, Arizona,56  1-- 980-93- 7- 4
8368,Rudolf Friml,Phoenix, Arizona,309 -- 560-51- 7- 378
8369,Rudolf Schoenheimer,Baltimore, Maryland,7832- 433*-  1-0  1-8 * 78
8370,Rudolf Spielmann,San Jose, California,7 - 213- 690-6- 7- 20
8371,Rudolf Vrba,Oakland, California,11- 65- 7- -935- 7- 
8372,Rudolph A. Marcus,Long Beach, California,5- 7- 0 -- 442-902
8373,Rudolph Charousek,Washington, DC,249 -- 869-0
8374,Rudolph Schenker  ,Gilbert town, Arizona,942- - 7- 02-4- 7- 09
8375,Rudolph Serkin,Omaha, Nebraska,6- 7- 3- 48- 7-  - 6- 7- 49
8376,Rudolph the Red Nosed Reindeer,Memphis, Tennessee,6.69- 349-- 7- 80978
8377,Rudy Boschwitz,Irvine, California,7963- 5  1-0-59- 7- 3 * 78
8378,Rudy Giuliani,Durham, North Carolina,7 - 390- 2- 7- 9-9425
8379,Rudy Sarzo ,Honolulu, Hawaii,51- 3- 7- - 7- -1592
8380,Rudyard Kipling,Sacramento, California,9- 7- 9- 386-21*4
8381,Rufus Isaacs,Austin, Texas,484 -- 658-0- 7- 
8382,Rufus Scrimgeour,Raleigh, North Carolina,9- 7- 5- 844-3820
8383,Ruggero Raimondi,Nashville-Davidson, Tennessee,509 --591-8885
8384,Rupert Grint,Indianapolis, Indiana,510 -- 61- 7- -019478
8385,Rupert Murdoch,Boston, Massachusetts,7430- 242-  1-909 * 78
8386,Rush Limbaugh,Toledo, Ohio,7 - 6.6- 7- - 203-5042
8387,Ruskin Bond,Las Vegas, Nevada,- 7- 06- 6- 7- 9-922- 7- 
